23:58:41,575 INFO  [main] RawABListener:48 - Initing a RawABListener...
23:58:41,592 INFO  [main] Node:101 - PID: 50388
23:58:56,851 INFO  [main] NetworkManager:117 - NetworkManager tcp_nodelay: true
23:58:56,856 INFO  [main] NetworkManager:123 - NetworkManager tcp_crc: false
23:58:56,857 INFO  [main] NetworkManager:127 - NetworkManager buf_size: 2097152
23:58:56,880 INFO  [main] ElasticLearnerRole:93 - ElasticLearnerRole replication group 1
23:58:56,881 INFO  [main] ElasticLearnerRole:97 - ElasticLearnerRole initial ring 1
23:58:56,882 INFO  [main] ElasticLearnerRole:102 - ElasticLearnerRole deliver_skip_messages: enabled
23:58:56,889 INFO  [ElasticLearner] LearnerRole:102 - Learner recovery: disabled
23:58:56,891 INFO  [ElasticLearner] LearnerRole:108 - Learner auto_trim: disabled
23:58:56,894 INFO  [main-EventThread] RingManager:133 - RingManager ring 1 changed: [1, 2, 13, 14] (succsessor: 14 at /10.10.1.6:2821)
23:58:56,919 INFO  [main] Replica:188 - Token [0], ringId [null], nodeId [13], snapshot_modulo [0], zoo_host [10.10.1.1], pathPrefix[/media/disk1/], path [/media/disk1/3ed09b64-eea5-4e93-9040-7928bc13fb35], embebedLog [false], useDiskDb [true] with complex constructor
1710309536920, 0, 0
Reading from stdin
23:58:57,606 INFO  [TCPListener] LearnerRole:167 - Learner start from instance 877 without recovery
23:58:57,608 WARN  [ElasticLearner] ElasticLearnerRole:362 - ElasticLearner must recover the value count for ring 1!
23:58:57,631 INFO  [ElasticLearner] ElasticLearnerRole:377 - Received value count for instance 877 876
23:58:57,908 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 879
23:58:57,912 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 880
23:58:57,913 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 881
23:58:57,913 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 882
23:58:57,913 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 883
23:58:57,913 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 884
23:58:57,914 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 885
23:58:57,914 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 886
23:58:57,914 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 887
23:58:57,914 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 888
23:58:57,914 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 889
23:58:57,914 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 890
23:58:57,915 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 891
23:58:57,915 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 892
23:58:57,915 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 893
23:58:57,915 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 894
23:58:57,915 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 895
23:58:57,915 WARN  [Learner-1] LearnerRole:133 - Learner re-request missing instance 896
